1	1	1.00000
2	1	0.00000
2	2	1.00000
3	1	0.00000
3	2	0.00000
3	3	1.00000
4	1	0.00000
4	2	0.00000
4	3	0.00000
4	4	1.00000
5	1	0.00000
5	2	0.00000
5	3	0.00000
5	4	0.00000
5	5	1.00000
6	1	0.00000
6	2	0.00000
6	3	0.00000
6	4	0.00000
6	5	0.00000
6	6	1.00000
7	1	0.00000
7	2	0.00000
7	3	0.00000
7	4	0.00000
7	5	0.00000
7	6	0.00000
7	7	1.00000
8	1	0.00000
8	2	0.00000
8	3	0.00000
8	4	0.00000
8	5	0.00000
8	6	0.00000
8	7	0.00000
8	8	1.00000
9	1	0.00000
9	2	0.00000
9	3	0.00000
9	4	0.00000
9	5	0.00000
9	6	0.00000
9	7	0.00000
9	8	0.00000
9	9	1.00000
10	1	0.00000
10	2	0.00000
10	3	0.00000
10	4	0.00000
10	5	0.00000
10	6	0.00000
10	7	0.00000
10	8	0.00000
10	9	0.00000
10	10	1.00000
11	1	0.00000
11	2	0.00000
11	3	0.00000
11	4	0.00000
11	5	0.00000
11	6	0.00000
11	7	0.00000
11	8	0.00000
11	9	0.00000
11	10	0.00000
11	11	1.00000
12	1	0.00000
12	2	0.00000
12	3	0.00000
12	4	0.00000
12	5	0.00000
12	6	0.00000
12	7	0.00000
12	8	0.00000
12	9	0.00000
12	10	0.00000
12	11	0.00000
12	12	1.00000
13	1	0.00000
13	2	0.00000
13	3	0.00000
13	4	0.00000
13	5	0.00000
13	6	0.00000
13	7	0.00000
13	8	0.00000
13	9	0.00000
13	10	0.00000
13	11	0.00000
13	12	0.00000
13	13	1.00000
14	1	0.00000
14	2	0.00000
14	3	0.00000
14	4	0.00000
14	5	0.00000
14	6	0.00000
14	7	0.00000
14	8	0.00000
14	9	0.00000
14	10	0.00000
14	11	0.00000
14	12	0.00000
14	13	0.00000
14	14	1.00000
15	1	0.00000
15	2	0.00000
15	3	0.00000
15	4	0.00000
15	5	0.00000
15	6	0.00000
15	7	0.00000
15	8	0.00000
15	9	0.00000
15	10	0.00000
15	11	0.00000
15	12	0.00000
15	13	0.00000
15	14	0.00000
15	15	1.00000
16	1	0.00000
16	2	0.00000
16	3	0.00000
16	4	0.00000
16	5	0.00000
16	6	0.00000
16	7	0.00000
16	8	0.00000
16	9	0.00000
16	10	0.00000
16	11	0.00000
16	12	0.00000
16	13	0.00000
16	14	0.00000
16	15	0.00000
16	16	1.00000
17	1	0.00000
17	2	0.00000
17	3	0.00000
17	4	0.00000
17	5	0.00000
17	6	0.00000
17	7	0.00000
17	8	0.00000
17	9	0.00000
17	10	0.00000
17	11	0.00000
17	12	0.00000
17	13	0.00000
17	14	0.00000
17	15	0.00000
17	16	0.00000
17	17	1.00000
18	1	0.00000
18	2	0.00000
18	3	0.00000
18	4	0.00000
18	5	0.00000
18	6	0.00000
18	7	0.00000
18	8	0.00000
18	9	0.00000
18	10	0.00000
18	11	0.00000
18	12	0.00000
18	13	0.00000
18	14	0.00000
18	15	0.00000
18	16	0.00000
18	17	0.00000
18	18	1.00000
19	1	0.00000
19	2	0.00000
19	3	0.00000
19	4	0.00000
19	5	0.00000
19	6	0.00000
19	7	0.00000
19	8	0.00000
19	9	0.00000
19	10	0.00000
19	11	0.00000
19	12	0.00000
19	13	0.00000
19	14	0.00000
19	15	0.00000
19	16	0.00000
19	17	0.00000
19	18	0.00000
19	19	1.00000
20	1	0.00000
20	2	0.00000
20	3	0.00000
20	4	0.00000
20	5	0.00000
20	6	0.00000
20	7	0.00000
20	8	0.00000
20	9	0.00000
20	10	0.00000
20	11	0.00000
20	12	0.00000
20	13	0.00000
20	14	0.00000
20	15	0.00000
20	16	0.00000
20	17	0.00000
20	18	0.00000
20	19	0.00000
20	20	1.00000
21	1	0.00000
21	2	0.00000
21	3	0.00000
21	4	0.00000
21	5	0.00000
21	6	0.00000
21	7	0.00000
21	8	0.00000
21	9	0.00000
21	10	0.00000
21	11	0.00000
21	12	0.00000
21	13	0.00000
21	14	0.00000
21	15	0.00000
21	16	0.00000
21	17	0.00000
21	18	0.00000
21	19	0.00000
21	20	0.00000
21	21	1.00000
22	1	0.00000
22	2	0.00000
22	3	0.00000
22	4	0.00000
22	5	0.00000
22	6	0.00000
22	7	0.00000
22	8	0.00000
22	9	0.00000
